Package,Class Name,TCC
org.apache.commons.collections4.iterators.AbstractUntypedIteratorDecorator,AbstractUntypedIteratorDecorator,0.00
org.apache.commons.collections4.iterators.AbstractIteratorDecorator,AbstractIteratorDecorator,0.00
org.apache.commons.collections4.iterators.SkippingIterator,SkippingIterator,0.00
org.apache.commons.collections4.iterators.LazyIteratorChain,LazyIteratorChain,0.00
org.apache.commons.collections4.iterators.FilterIterator,FilterIterator,0.00
org.apache.commons.collections4.iterators.ZippingIterator,ZippingIterator,0.00
org.apache.commons.collections4.iterators.EmptyMapIterator,EmptyMapIterator,0.00
org.apache.commons.collections4.iterators.LoopingIterator,LoopingIterator,0.00
org.apache.commons.collections4.iterators.ListIteratorWrapper,ListIteratorWrapper,0.00
org.apache.commons.collections4.iterators.PeekingIterator,PeekingIterator,0.00
org.apache.commons.collections4.iterators.SingletonIterator,SingletonIterator,0.00
org.apache.commons.collections4.iterators.EmptyIterator,EmptyIterator,0.00
org.apache.commons.collections4.iterators.UnmodifiableListIterator,UnmodifiableListIterator,0.00
org.apache.commons.collections4.iterators.UnmodifiableMapIterator,UnmodifiableMapIterator,0.00
org.apache.commons.collections4.iterators.ObjectArrayListIterator,ObjectArrayListIterator,0.00
org.apache.commons.collections4.iterators.FilterListIterator,FilterListIterator,0.00
org.apache.commons.collections4.iterators.UnmodifiableIterator,UnmodifiableIterator,0.00
org.apache.commons.collections4.iterators.PushbackIterator,PushbackIterator,0.00
org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorDecorator,AbstractOrderedMapIteratorDecorator,0.00
org.apache.commons.collections4.iterators.EnumerationIterator,EnumerationIterator,0.00
org.apache.commons.collections4.iterators.AbstractMapIteratorDecorator,AbstractMapIteratorDecorator,0.00
org.apache.commons.collections4.iterators.PermutationIterator,PermutationIterator,0.00
org.apache.commons.collections4.iterators.EmptyListIterator,EmptyListIterator,0.00
org.apache.commons.collections4.iterators.ReverseListIterator,ReverseListIterator,0.00
org.apache.commons.collections4.iterators.AbstractEmptyIterator,AbstractEmptyIterator,0.00
org.apache.commons.collections4.iterators.ArrayListIterator,ArrayListIterator,0.00
org.apache.commons.collections4.iterators.UnmodifiableOrderedMapIterator,UnmodifiableOrderedMapIterator,0.00
org.apache.commons.collections4.iterators.AbstractEmptyMapIterator,AbstractEmptyMapIterator,0.00
org.apache.commons.collections4.iterators.IteratorEnumeration,IteratorEnumeration,0.00
org.apache.commons.collections4.iterators.LoopingListIterator,LoopingListIterator,0.00
org.apache.commons.collections4.iterators.CollatingIterator,CollatingIterator,0.00
org.apache.commons.collections4.iterators.CartesianProductIterator,CartesianProductIterator,0.00
org.apache.commons.collections4.iterators.EmptyOrderedMapIterator,EmptyOrderedMapIterator,0.00
org.apache.commons.collections4.iterators.ObjectGraphIterator,ObjectGraphIterator,0.00
org.apache.commons.collections4.iterators.SingletonListIterator,SingletonListIterator,0.00
org.apache.commons.collections4.iterators.AbstractListIteratorDecorator,AbstractListIteratorDecorator,0.00
org.apache.commons.collections4.iterators.EntrySetMapIterator,EntrySetMapIterator,0.00
org.apache.commons.collections4.iterators.UniqueFilterIterator,UniqueFilterIterator,0.00
org.apache.commons.collections4.iterators.ArrayIterator,ArrayIterator,0.00
org.apache.commons.collections4.iterators.IteratorIterable,IteratorIterable,0.00
org.apache.commons.collections4.iterators.NodeListIterator,NodeListIterator,0.00
org.apache.commons.collections4.iterators.IteratorChain,IteratorChain,0.00
org.apache.commons.collections4.iterators.EmptyOrderedIterator,EmptyOrderedIterator,0.00
org.apache.commons.collections4.iterators.TransformIterator,TransformIterator,0.00
org.apache.commons.collections4.iterators.ObjectArrayIterator,ObjectArrayIterator,0.00
org.apache.commons.collections4.iterators.BoundedIterator,BoundedIterator,0.00
org.apache.commons.collections4.IteratorUtils,IteratorUtils,0.00
org.apache.commons.collections4.collection.TransformedCollection,TransformedCollection,0.00
org.apache.commons.collections4.collection.PredicatedCollection,PredicatedCollection,0.00
org.apache.commons.collections4.collection.PredicatedCollection.Builder,Builder,0.00
org.apache.commons.collections4.collection.AbstractCollectionDecorator,AbstractCollectionDecorator,0.00
org.apache.commons.collections4.collection.IndexedCollection,IndexedCollection,0.00
org.apache.commons.collections4.collection.UnmodifiableCollection,UnmodifiableCollection,0.00
org.apache.commons.collections4.collection.SynchronizedCollection,SynchronizedCollection,0.00
org.apache.commons.collections4.collection.UnmodifiableBoundedCollection,UnmodifiableBoundedCollection,0.00
org.apache.commons.collections4.collection.CompositeCollection,CompositeCollection,0.00
org.apache.commons.collections4.FluentIterable,FluentIterable,0.00
org.apache.commons.collections4.functors.EqualPredicate,EqualPredicate,0.00
org.apache.commons.collections4.functors.OnePredicate,OnePredicate,0.00
org.apache.commons.collections4.functors.FalsePredicate,FalsePredicate,0.00
org.apache.commons.collections4.functors.IdentityPredicate,IdentityPredicate,0.00
org.apache.commons.collections4.functors.NOPClosure,NOPClosure,0.00
org.apache.commons.collections4.functors.ForClosure,ForClosure,0.00
org.apache.commons.collections4.functors.ConstantTransformer,ConstantTransformer,0.00
org.apache.commons.collections4.functors.PredicateTransformer,PredicateTransformer,0.00
org.apache.commons.collections4.functors.SwitchTransformer,SwitchTransformer,0.00
org.apache.commons.collections4.functors.ConstantFactory,ConstantFactory,0.00
org.apache.commons.collections4.functors.NullIsExceptionPredicate,NullIsExceptionPredicate,0.00
org.apache.commons.collections4.functors.InstanceofPredicate,InstanceofPredicate,0.00
org.apache.commons.collections4.functors.IfClosure,IfClosure,0.00
org.apache.commons.collections4.functors.TransformerPredicate,TransformerPredicate,0.00
org.apache.commons.collections4.functors.OrPredicate,OrPredicate,0.00
org.apache.commons.collections4.functors.StringValueTransformer,StringValueTransformer,0.00
org.apache.commons.collections4.functors.WhileClosure,WhileClosure,0.00
org.apache.commons.collections4.functors.AllPredicate,AllPredicate,0.00
org.apache.commons.collections4.functors.AbstractPredicate,AbstractPredicate,0.00
org.apache.commons.collections4.functors.AndPredicate,AndPredicate,0.00
org.apache.commons.collections4.functors.CatchAndRethrowClosure,CatchAndRethrowClosure,0.00
org.apache.commons.collections4.functors.ChainedTransformer,ChainedTransformer,0.00
org.apache.commons.collections4.functors.NullPredicate,NullPredicate,0.00
org.apache.commons.collections4.functors.NotPredicate,NotPredicate,0.00
org.apache.commons.collections4.functors.NullIsTruePredicate,NullIsTruePredicate,0.00
org.apache.commons.collections4.functors.NonePredicate,NonePredicate,0.00
org.apache.commons.collections4.functors.InstantiateFactory,InstantiateFactory,0.00
org.apache.commons.collections4.functors.ExceptionTransformer,ExceptionTransformer,0.00
org.apache.commons.collections4.functors.IfTransformer,IfTransformer,0.00
org.apache.commons.collections4.functors.UniquePredicate,UniquePredicate,0.00
org.apache.commons.collections4.functors.InstantiateTransformer,InstantiateTransformer,0.00
org.apache.commons.collections4.functors.NOPTransformer,NOPTransformer,0.00
org.apache.commons.collections4.functors.ClosureTransformer,ClosureTransformer,0.00
org.apache.commons.collections4.functors.TruePredicate,TruePredicate,0.00
org.apache.commons.collections4.functors.AbstractQuantifierPredicate,AbstractQuantifierPredicate,0.00
org.apache.commons.collections4.functors.TransformerClosure,TransformerClosure,0.00
org.apache.commons.collections4.functors.FactoryTransformer,FactoryTransformer,0.00
org.apache.commons.collections4.functors.FunctorUtils,FunctorUtils,0.00
org.apache.commons.collections4.functors.SwitchClosure,SwitchClosure,0.00
org.apache.commons.collections4.functors.PrototypeFactory,PrototypeFactory,0.00
org.apache.commons.collections4.functors.PrototypeFactory.PrototypeCloneFactory,PrototypeCloneFactory,0.00
org.apache.commons.collections4.functors.PrototypeFactory.PrototypeSerializationFactory,PrototypeSerializationFactory,0.00
org.apache.commons.collections4.functors.CloneTransformer,CloneTransformer,0.00
org.apache.commons.collections4.functors.ExceptionPredicate,ExceptionPredicate,0.00
org.apache.commons.collections4.functors.InvokerTransformer,InvokerTransformer,0.00
org.apache.commons.collections4.functors.NotNullPredicate,NotNullPredicate,0.00
org.apache.commons.collections4.functors.AnyPredicate,AnyPredicate,0.00
org.apache.commons.collections4.functors.ComparatorPredicate,ComparatorPredicate,0.00
org.apache.commons.collections4.functors.MapTransformer,MapTransformer,0.00
org.apache.commons.collections4.functors.NullIsFalsePredicate,NullIsFalsePredicate,0.00
org.apache.commons.collections4.functors.ExceptionFactory,ExceptionFactory,0.00
org.apache.commons.collections4.functors.DefaultEquator,DefaultEquator,0.00
org.apache.commons.collections4.functors.TransformedPredicate,TransformedPredicate,0.00
org.apache.commons.collections4.functors.ExceptionClosure,ExceptionClosure,0.00
org.apache.commons.collections4.functors.ChainedClosure,ChainedClosure,0.00
org.apache.commons.collections4.multiset.SynchronizedMultiSet,SynchronizedMultiSet,0.00
org.apache.commons.collections4.multiset.SynchronizedMultiSet.SynchronizedSet,SynchronizedSet,0.00
org.apache.commons.collections4.multiset.AbstractMapMultiSet,AbstractMapMultiSet,0.00
org.apache.commons.collections4.multiset.AbstractMapMultiSet.EntrySetIterator,EntrySetIterator,0.00
org.apache.commons.collections4.multiset.AbstractMapMultiSet.MapBasedMultiSetIterator,MapBasedMultiSetIterator,0.00
org.apache.commons.collections4.multiset.AbstractMapMultiSet.MultiSetEntry,MultiSetEntry,0.00
org.apache.commons.collections4.multiset.AbstractMapMultiSet.MutableInteger,MutableInteger,0.00
org.apache.commons.collections4.multiset.AbstractMapMultiSet.UniqueSetIterator,UniqueSetIterator,0.00
org.apache.commons.collections4.multiset.HashMultiSet,HashMultiSet,0.00
org.apache.commons.collections4.multiset.UnmodifiableMultiSet,UnmodifiableMultiSet,0.00
org.apache.commons.collections4.multiset.AbstractMultiSetDecorator,AbstractMultiSetDecorator,0.00
org.apache.commons.collections4.multiset.AbstractMultiSet,AbstractMultiSet,0.00
org.apache.commons.collections4.multiset.AbstractMultiSet.AbstractEntry,AbstractEntry,0.00
org.apache.commons.collections4.multiset.AbstractMultiSet.EntrySet,EntrySet,0.00
org.apache.commons.collections4.multiset.AbstractMultiSet.MultiSetIterator,MultiSetIterator,0.00
org.apache.commons.collections4.multiset.AbstractMultiSet.UniqueSet,UniqueSet,0.00
org.apache.commons.collections4.multiset.PredicatedMultiSet,PredicatedMultiSet,0.00
org.apache.commons.collections4.SplitMapUtils,SplitMapUtils,0.00
org.apache.commons.collections4.SplitMapUtils.WrappedGet,WrappedGet,0.00
org.apache.commons.collections4.SplitMapUtils.WrappedPut,WrappedPut,0.00
org.apache.commons.collections4.ClosureUtils,ClosureUtils,0.00
,Bits,0.00
org.apache.commons.collections4.bloomfilter.WrappedBloomFilter,WrappedBloomFilter,0.00
,Indices,0.00
org.apache.commons.collections4.bloomfilter.CellExtractor.CounterCell,CounterCell,0.00
org.apache.commons.collections4.bloomfilter.SimpleBloomFilter,SimpleBloomFilter,0.00
org.apache.commons.collections4.bloomfilter.IndexFilter,IndexFilter,0.00
org.apache.commons.collections4.bloomfilter.IndexFilter.ArrayTracker,ArrayTracker,0.00
org.apache.commons.collections4.bloomfilter.IndexFilter.BitMapTracker,BitMapTracker,0.00
org.apache.commons.collections4.bloomfilter.LayerManager,LayerManager,0.00
org.apache.commons.collections4.bloomfilter.LayerManager.Builder,Builder,0.00
org.apache.commons.collections4.bloomfilter.LayerManager.Cleanup,Cleanup,0.00
org.apache.commons.collections4.bloomfilter.LayerManager.ExtendCheck,ExtendCheck,0.00
org.apache.commons.collections4.bloomfilter.SparseBloomFilter,SparseBloomFilter,0.00
org.apache.commons.collections4.bloomfilter.EnhancedDoubleHasher,EnhancedDoubleHasher,0.00
org.apache.commons.collections4.bloomfilter.LayeredBloomFilter,LayeredBloomFilter,0.00
org.apache.commons.collections4.bloomfilter.LayeredBloomFilter.Finder,Finder,0.00
org.apache.commons.collections4.bloomfilter.CountingLongPredicate,CountingLongPredicate,0.00
org.apache.commons.collections4.bloomfilter.Shape,Shape,0.00
org.apache.commons.collections4.bloomfilter.SetOperations,SetOperations,0.00
org.apache.commons.collections4.bloomfilter.CountingPredicate,CountingPredicate,0.00
org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter,ArrayCountingBloomFilter,0.00
org.apache.commons.collections4.bloomfilter.IndexUtils,IndexUtils,0.00
org.apache.commons.collections4.bloomfilter.BitMaps,BitMaps,0.00
org.apache.commons.collections4.bag.UnmodifiableSortedBagTest,UnmodifiableSortedBagTest,0.00
org.apache.commons.collections4.bag.CollectionSortedBagTest,CollectionSortedBagTest,0.00
org.apache.commons.collections4.bag.TreeBagTest,TreeBagTest,0.00
org.apache.commons.collections4.bag.UnmodifiableBagTest,UnmodifiableBagTest,0.00
org.apache.commons.collections4.bag.PredicatedBagTest,PredicatedBagTest,0.00
org.apache.commons.collections4.bag.CollectionBagTest,CollectionBagTest,0.00
org.apache.commons.collections4.bag.TransformedSortedBagTest,TransformedSortedBagTest,0.00
org.apache.commons.collections4.bag.HashBagTest,HashBagTest,0.00
org.apache.commons.collections4.bag.PredicatedSortedBagTest,PredicatedSortedBagTest,0.00
org.apache.commons.collections4.bag.SynchronizedBagTest,SynchronizedBagTest,0.00
org.apache.commons.collections4.bag.AbstractBagTest,AbstractBagTest,0.00
org.apache.commons.collections4.bag.AbstractBagTest.TestBagUniqueSet,TestBagUniqueSet,0.00
org.apache.commons.collections4.bag.TransformedBagTest,TransformedBagTest,0.00
org.apache.commons.collections4.bag.AbstractSortedBagTest,AbstractSortedBagTest,0.00
org.apache.commons.collections4.QueueUtilsTest,QueueUtilsTest,0.00
org.apache.commons.collections4.ClosureUtilsTest,ClosureUtilsTest,0.00
org.apache.commons.collections4.ClosureUtilsTest.MockClosure,MockClosure,0.00
org.apache.commons.collections4.ClosureUtilsTest.MockTransformer,MockTransformer,0.00
org.apache.commons.collections4.ArrayUtilsTest,ArrayUtilsTest,0.00
,LANG1261ParentObject,0.00
,LANG1261ChildObject,0.00
org.apache.commons.collections4.comparators.BooleanComparatorTest,BooleanComparatorTest,0.00
org.apache.commons.collections4.comparators.ReverseComparatorTest,ReverseComparatorTest,0.00
org.apache.commons.collections4.comparators.FixedOrderComparatorTest,FixedOrderComparatorTest,0.00
org.apache.commons.collections4.comparators.FixedOrderComparatorTest.Equals,Equals,0.00
org.apache.commons.collections4.comparators.AbstractNullComparatorTest,AbstractNullComparatorTest,0.00
org.apache.commons.collections4.comparators.AbstractNullComparatorTest.TestNullComparator1,TestNullComparator1,0.00
org.apache.commons.collections4.comparators.AbstractNullComparatorTest.TestNullComparator2,TestNullComparator2,0.00
org.apache.commons.collections4.comparators.TransformingComparatorTest,TransformingComparatorTest,0.00
org.apache.commons.collections4.comparators.ComparableComparatorTest,ComparableComparatorTest,0.00
org.apache.commons.collections4.comparators.ComparatorChainTest,ComparatorChainTest,0.00
org.apache.commons.collections4.comparators.ComparatorChainTest.ColumnComparator,ColumnComparator,0.00
org.apache.commons.collections4.comparators.ComparatorChainTest.PseudoRow,PseudoRow,0.00
org.apache.commons.collections4.comparators.AbstractComparatorTest,AbstractComparatorTest,0.00
org.apache.commons.collections4.list.Collections701Test,Collections701Test,0.00
org.apache.commons.collections4.list.UnmodifiableListTest,UnmodifiableListTest,0.00
org.apache.commons.collections4.list.CursorableLinkedListTest,CursorableLinkedListTest,0.00
org.apache.commons.collections4.list.FixedSizeListTest,FixedSizeListTest,0.00
org.apache.commons.collections4.list.TransformedListTest,TransformedListTest,0.00
org.apache.commons.collections4.list.AbstractListTest,AbstractListTest,0.00
org.apache.commons.collections4.list.AbstractListTest.BulkTestSubList,BulkTestSubList,0.00
org.apache.commons.collections4.list.AbstractListTest.TestListIterator,TestListIterator,0.00
org.apache.commons.collections4.list.SetUniqueListTest,SetUniqueListTest,0.00
org.apache.commons.collections4.list.SetUniqueListTest.SetUniqueList307,SetUniqueList307,0.00
org.apache.commons.collections4.list.TreeListTest,TreeListTest,0.00
org.apache.commons.collections4.list.DefaultAbstractLinkedListForJava21Test,DefaultAbstractLinkedListForJava21Test,0.00
org.apache.commons.collections4.list.DefaultAbstractLinkedListForJava21Test.DefaultAbstractLinkedListForJava21,DefaultAbstractLinkedListForJava21,0.00
org.apache.commons.collections4.list.AbstractLinkedListTest,AbstractLinkedListTest,0.00
org.apache.commons.collections4.list.GrowthListTest,GrowthListTest,0.00
org.apache.commons.collections4.list.LazyListTest,LazyListTest,0.00
org.apache.commons.collections4.list.PredicatedListTest,PredicatedListTest,0.00
org.apache.commons.collections4.list.NodeCachingLinkedListTest,NodeCachingLinkedListTest,0.00
org.apache.commons.collections4.trie.PatriciaTrie2Test,PatriciaTrie2Test,0.00
org.apache.commons.collections4.trie.UnmodifiableTrieTest,UnmodifiableTrieTest,0.00
org.apache.commons.collections4.trie.PatriciaTrieTest,PatriciaTrieTest,0.00
org.apache.commons.collections4.keyvalue.DefaultKeyValueTest,DefaultKeyValueTest,0.00
org.apache.commons.collections4.keyvalue.DefaultMapEntryTest,DefaultMapEntryTest,0.00
org.apache.commons.collections4.keyvalue.MultiKeyTest,MultiKeyTest,0.00
org.apache.commons.collections4.keyvalue.MultiKeyTest.DerivedMultiKey,DerivedMultiKey,0.00
org.apache.commons.collections4.keyvalue.MultiKeyTest.SystemHashCodeSimulatingKey,SystemHashCodeSimulatingKey,0.00
org.apache.commons.collections4.keyvalue.UnmodifiableMapEntryTest,UnmodifiableMapEntryTest,0.00
org.apache.commons.collections4.keyvalue.AbstractMapEntryTest,AbstractMapEntryTest,0.00
org.apache.commons.collections4.keyvalue.TiedMapEntryTest,TiedMapEntryTest,0.00
org.apache.commons.collections4.TransformerUtilsTest,TransformerUtilsTest,0.00
org.apache.commons.collections4.BagUtilsTest,BagUtilsTest,0.00
org.apache.commons.collections4.MockTestCase,MockTestCase,0.00
org.apache.commons.collections4.EnumerationUtilsTest,EnumerationUtilsTest,0.00
org.apache.commons.collections4.queue.SynchronizedQueueTest,SynchronizedQueueTest,0.00
org.apache.commons.collections4.queue.TransformedQueueTest,TransformedQueueTest,0.00
org.apache.commons.collections4.queue.AbstractQueueTest,AbstractQueueTest,0.00
org.apache.commons.collections4.queue.PredicatedQueueTest,PredicatedQueueTest,0.00
org.apache.commons.collections4.queue.UnmodifiableQueueTest,UnmodifiableQueueTest,0.00
org.apache.commons.collections4.queue.CircularFifoQueueTest,CircularFifoQueueTest,0.00
org.apache.commons.collections4.SplitMapUtilsTest,SplitMapUtilsTest,0.00
org.apache.commons.collections4.FluentIterableTest,FluentIterableTest,0.00
org.apache.commons.collections4.junit.ObjectToStringComparator,ObjectToStringComparator,0.00
org.apache.commons.collections4.ComparatorUtilsTest,ComparatorUtilsTest,0.00
org.apache.commons.collections4.CollectionUtilsTest,CollectionUtilsTest,0.00
org.apache.commons.collections4.MapUtilsTest,MapUtilsTest,0.00
org.apache.commons.collections4.MapUtilsTest.X,X,0.00
org.apache.commons.collections4.sequence.SequencesComparatorTest,SequencesComparatorTest,0.00
org.apache.commons.collections4.sequence.SequencesComparatorTest.ExecutionVisitor,ExecutionVisitor,0.00
org.apache.commons.collections4.IterableUtilsTest,IterableUtilsTest,0.00
org.apache.commons.collections4.ArrayStackTest,ArrayStackTest,0.00
org.apache.commons.collections4.IteratorUtilsTest,IteratorUtilsTest,0.00
org.apache.commons.collections4.TrieUtilsTest,TrieUtilsTest,0.00
org.apache.commons.collections4.properties.OrderedPropertiesFactoryTest,OrderedPropertiesFactoryTest,0.00
org.apache.commons.collections4.properties.EmptyPropertiesTest,EmptyPropertiesTest,0.00
org.apache.commons.collections4.properties.OrderedPropertiesTest,OrderedPropertiesTest,0.00
org.apache.commons.collections4.properties.PropertiesFactoryTest,PropertiesFactoryTest,0.00
org.apache.commons.collections4.properties.SortedPropertiesTest,SortedPropertiesTest,0.00
org.apache.commons.collections4.properties.SortedPropertiesFactoryTest,SortedPropertiesFactoryTest,0.00
org.apache.commons.collections4.properties.AbstractPropertiesFactoryTest,AbstractPropertiesFactoryTest,0.00
org.apache.commons.collections4.AbstractArrayListTest,AbstractArrayListTest,0.00
org.apache.commons.collections4.GuavaTestlibTest,GuavaTestlibTest,0.00
org.apache.commons.collections4.TestUtils,TestUtils,0.00
org.apache.commons.collections4.MapPerformance,MapPerformance,0.00
org.apache.commons.collections4.MapPerformance.DummyMap,DummyMap,0.00
org.apache.commons.collections4.map.AbstractMapTest,AbstractMapTest,0.00
org.apache.commons.collections4.map.AbstractMapTest.TestMapEntrySet,TestMapEntrySet,0.00
org.apache.commons.collections4.map.AbstractMapTest.TestMapKeySet,TestMapKeySet,0.00
org.apache.commons.collections4.map.AbstractMapTest.TestMapValues,TestMapValues,0.00
org.apache.commons.collections4.map.ConcurrentReferenceHashMapKStrongVWeakTest,ConcurrentReferenceHashMapKStrongVWeakTest,0.00
org.apache.commons.collections4.map.IdentityMap,IdentityMap,0.00
org.apache.commons.collections4.map.IdentityMap.IdentityEntry,IdentityEntry,0.00
org.apache.commons.collections4.map.ConcurrentReferenceHashMapDefaultsTest,ConcurrentReferenceHashMapDefaultsTest,0.00
org.apache.commons.collections4.map.DefaultedMapTest,DefaultedMapTest,0.00
org.apache.commons.collections4.map.ConcurrentReferenceHashMapTest,ConcurrentReferenceHashMapTest,0.00
org.apache.commons.collections4.map.ConcurrentReferenceHashMapKWeakVSoftTest,ConcurrentReferenceHashMapKWeakVSoftTest,0.00
org.apache.commons.collections4.map.AbstractConcurrentReferenceHashMapTest,AbstractConcurrentReferenceHashMapTest,0.00
org.apache.commons.collections4.map.AbstractSortedMapTest,AbstractSortedMapTest,0.00
org.apache.commons.collections4.map.AbstractSortedMapTest.TestHeadMap,TestHeadMap,0.00
org.apache.commons.collections4.map.AbstractSortedMapTest.TestSubMap,TestSubMap,0.00
org.apache.commons.collections4.map.AbstractSortedMapTest.TestTailMap,TestTailMap,0.00
org.apache.commons.collections4.map.AbstractSortedMapTest.TestViewMap,TestViewMap,0.00
org.apache.commons.collections4.map.SingletonMapTest,SingletonMapTest,0.00
org.apache.commons.collections4.map.ConcurrentReferenceHashMapKSoftVWeakTest,ConcurrentReferenceHashMapKSoftVWeakTest,0.00
org.apache.commons.collections4.map.ConcurrentReferenceHashMapKStrongVStrongIdCTest,ConcurrentReferenceHashMapKStrongVStrongIdCTest,0.00
org.apache.commons.collections4.map.TransformedSortedMapTest,TransformedSortedMapTest,0.00
org.apache.commons.collections4.map.ConcurrentReferenceHashMapKSoftVWeakIdCTest,ConcurrentReferenceHashMapKSoftVWeakIdCTest,0.00
org.apache.commons.collections4.map.UnmodifiableOrderedMapTest,UnmodifiableOrderedMapTest,0.00
org.apache.commons.collections4.map.ConcurrentReferenceHashMapKWeakVStrongIdCTest,ConcurrentReferenceHashMapKWeakVStrongIdCTest,0.00
org.apache.commons.collections4.map.UnmodifiableMapTest,UnmodifiableMapTest,0.00
org.apache.commons.collections4.map.TransformedMapTest,TransformedMapTest,0.00
org.apache.commons.collections4.map.ConcurrentReferenceHashMapKWeakVWeakTest,ConcurrentReferenceHashMapKWeakVWeakTest,0.00
org.apache.commons.collections4.map.ConcurrentReferenceHashMapKStrongVWeakIdCTest,ConcurrentReferenceHashMapKStrongVWeakIdCTest,0.00
org.apache.commons.collections4.map.ConcurrentReferenceHashMapKStrongVSoftIdCTest,ConcurrentReferenceHashMapKStrongVSoftIdCTest,0.00
org.apache.commons.collections4.map.FixedSizeMapTest,FixedSizeMapTest,0.00
org.apache.commons.collections4.map.MultiKeyMapTest,MultiKeyMapTest,0.00
org.apache.commons.collections4.map.CompositeMapTest,CompositeMapTest,0.00
org.apache.commons.collections4.map.ConcurrentReferenceHashMapKStrongVSoftTest,ConcurrentReferenceHashMapKStrongVSoftTest,0.00
org.apache.commons.collections4.map.ConcurrentReferenceHashMapKWeakVWeakIdCTest,ConcurrentReferenceHashMapKWeakVWeakIdCTest,0.00
org.apache.commons.collections4.map.LinkedMapTest,LinkedMapTest,0.00
org.apache.commons.collections4.map.LinkedMapTest.TestListView,TestListView,0.00
org.apache.commons.collections4.map.MultiValueMapTest,MultiValueMapTest,0.00
org.apache.commons.collections4.map.EmptyMapMutator,EmptyMapMutator,0.00
org.apache.commons.collections4.map.ConcurrentReferenceHashMapKSoftVSoftIdCTest,ConcurrentReferenceHashMapKSoftVSoftIdCTest,0.00
org.apache.commons.collections4.map.ConcurrentReferenceHashMapKStrongVStrongTest,ConcurrentReferenceHashMapKStrongVStrongTest,0.00
org.apache.commons.collections4.map.ListOrderedMapTest,ListOrderedMapTest,0.00
org.apache.commons.collections4.map.ListOrderedMapTest.TestKeyListView,TestKeyListView,0.00
org.apache.commons.collections4.map.ListOrderedMapTest.TestValueListView,TestValueListView,0.00
org.apache.commons.collections4.map.LazyMapTest,LazyMapTest,0.00
org.apache.commons.collections4.map.ConcurrentReferenceHashMapKSoftVStrongTest,ConcurrentReferenceHashMapKSoftVStrongTest,0.00
org.apache.commons.collections4.map.ReferenceIdentityMapTest,ReferenceIdentityMapTest,0.00
org.apache.commons.collections4.map.UnmodifiableSortedMapTest,UnmodifiableSortedMapTest,0.00
org.apache.commons.collections4.map.AbstractOrderedMapTest,AbstractOrderedMapTest,0.00
org.apache.commons.collections4.map.AbstractOrderedMapTest.InnerTestOrderedMapIterator,InnerTestOrderedMapIterator,0.00
org.apache.commons.collections4.map.LazySortedMapTest,LazySortedMapTest,0.00
org.apache.commons.collections4.map.LazySortedMapTest.ReverseStringComparator,ReverseStringComparator,0.00
org.apache.commons.collections4.map.AbstractIterableMapTest,AbstractIterableMapTest,0.00
org.apache.commons.collections4.map.AbstractIterableMapTest.InnerTestMapIterator,InnerTestMapIterator,0.00
org.apache.commons.collections4.map.ListOrderedMap2Test,ListOrderedMap2Test,0.00
org.apache.commons.collections4.map.ListOrderedMap2Test.TestListView,TestListView,0.00
org.apache.commons.collections4.map.CaseInsensitiveMapTest,CaseInsensitiveMapTest,0.00
org.apache.commons.collections4.map.HashMapSanityTest,HashMapSanityTest,0.00
org.apache.commons.collections4.map.PredicatedSortedMapTest,PredicatedSortedMapTest,0.00
org.apache.commons.collections4.map.PredicatedSortedMapTest.ReverseStringComparator,ReverseStringComparator,0.00
org.apache.commons.collections4.map.ReferenceMapTest,ReferenceMapTest,0.00
org.apache.commons.collections4.map.ReferenceMapTest.AccessibleEntry,AccessibleEntry,0.00
org.apache.commons.collections4.map.StaticBucketMapTest,StaticBucketMapTest,0.00
org.apache.commons.collections4.map.ConcurrentHashMapSanityTest,ConcurrentHashMapSanityTest,0.00
org.apache.commons.collections4.map.ConcurrentReferenceHashMapKSoftVSoftTest,ConcurrentReferenceHashMapKSoftVSoftTest,0.00
org.apache.commons.collections4.map.PredicatedMapTest,PredicatedMapTest,0.00
org.apache.commons.collections4.map.ConcurrentReferenceHashMapKSoftVStrongIdCTest,ConcurrentReferenceHashMapKSoftVStrongIdCTest,0.00
org.apache.commons.collections4.map.FixedSizeSortedMapTest,FixedSizeSortedMapTest,0.00
org.apache.commons.collections4.map.PassiveExpiringMapTest,PassiveExpiringMapTest,0.00
org.apache.commons.collections4.map.PassiveExpiringMapTest.TestExpirationPolicy,TestExpirationPolicy,0.00
org.apache.commons.collections4.map.Flat3MapTest,Flat3MapTest,0.00
org.apache.commons.collections4.map.Flat3MapTest.TestFlatMapIterator,TestFlatMapIterator,0.00
org.apache.commons.collections4.map.HashedMapTest,HashedMapTest,0.00
org.apache.commons.collections4.map.LRUMapTest,LRUMapTest,0.00
org.apache.commons.collections4.map.LRUMapTest.MockLRUMapSubclass,MockLRUMapSubclass,0.00
org.apache.commons.collections4.map.LRUMapTest.MockLRUMapSubclassBlocksRemove,MockLRUMapSubclassBlocksRemove,0.00
org.apache.commons.collections4.map.LRUMapTest.MockLRUMapSubclassFirstBlocksRemove,MockLRUMapSubclassFirstBlocksRemove,0.00
org.apache.commons.collections4.map.LRUMapTest.SingleHashCode,SingleHashCode,0.00
